dataset,symbol,rows,start_timestamp,end_timestamp,mean_mid,mean_spread,median_spread,relative_spread_bps,mid_return_std,top_imbalance_mean,top_imbalance_std,total_depth_mean,total_depth_fano
crypto_l2_depth30,BTC,10081,2025-03-12 00:00:00,2025-03-19 00:00:00,83100.19407796845,1.3535363555202857,1.0,0.1630267636093241,0.0006868404354764829,0.006435494120896377,0.769320680984464,94.15148597658961,33.98912057738215
crypto_l2_depth30,ETH,10081,2025-03-12 00:00:00,2025-03-19 00:00:00,1902.5853486757264,0.11246900109116136,0.09999999999990905,0.591413471248328,0.000909802746161826,0.013674991544974627,0.7462538637148535,7810.466045858545,513.7028049528471
crypto_l2_depth30,SOL,10080,2025-03-12 00:00:00,2025-03-19 00:00:00,127.94161359126983,0.011641865079365148,0.010000000000005116,0.9114221000221965,0.001109564033306495,0.002249891402790144,0.7252110839717458,71396.81477777778,1697.6054762329225
