dataset,symbol,date,rows,underlying_trades,duration_seconds,bin_seconds,agg_trade_rate_per_second,underlying_trade_rate_per_second,event_count_fano,event_count_acf1,buyer_maker_share,mean_price,price_return_std,total_base_volume,total_notional
binance_spot_daily_aggTrades,BTCUSDT,2024-01-15,1364603,1657611,86399.99699997902,1.0,15.794016752110899,19.185313166161365,200.27397884494434,0.342173026724099,0.6408559852206099,42695.42694626205,1.2634806986934897e-05,40269.893030000014,1718982911.1081018
binance_spot_daily_aggTrades,ETHUSDT,2024-01-15,597417,789378,86399.9960000515,1.0,6.914548931224996,9.13631986741677,29.73023360523938,0.24065123999450827,0.4836655133683842,2521.071285818783,1.3531580267956757e-05,315247.88189999986,793871974.8716007
binance_spot_daily_aggTrades,SOLUSDT,2024-01-15,218278,434916,86398.71199989319,1.0,2.526403402868666,5.033825041286931,12.239865870910057,0.2013389041018623,0.47040471325557315,95.184271662742,8.589659508637191e-05,3605978.31,343222588.9154999
