scenario_id,path_id,rho_hat,rho_true,epsilon,policy,terminal_wealth,final_inventory,abs_inventory,fills,fill_rate,spread_capture,adverse_selection,inventory_penalty,dt,steps,audit_horizon
rho0.920_eps0.0200_dt0.0400,126,0.92,0.93,0.02,robust_vol_only,-0.7944371698390051,-1.0,1.0,208.0,0.6933333333333334,7.87349699999999,28.973177443459363,28.239999999999938,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,127,0.92,0.93,0.02,robust_vol_only,-10.883144006856305,1.0,1.0,70.0,0.23333333333333334,2.716636499999997,5.14342752525252,126.43999999999993,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,128,0.92,0.93,0.02,robust_vol_only,1.6707936881356713,0.0,0.0,262.0,0.8733333333333333,11.22610899999997,46.546789234758265,48.31999999999971,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,129,0.92,0.93,0.02,robust_vol_only,-8.816865119892519,-3.0,3.0,191.0,0.6366666666666667,7.5712634999999855,24.90004878860502,137.8799999999994,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,130,0.92,0.93,0.02,robust_vol_only,-2.1920012713017814,1.0,1.0,255.0,0.85,10.708907499999965,32.323845396262016,72.04000000000016,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,131,0.92,0.93,0.02,robust_vol_only,-11.48342531169585,-4.0,4.0,114.0,0.38,4.018587499999994,9.827963048882182,99.52000000000017,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,132,0.92,0.93,0.02,robust_vol_only,-7.6182005705902744,2.0,2.0,116.0,0.38666666666666666,4.686700499999996,9.71973328328825,137.39999999999978,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,133,0.92,0.93,0.02,robust_vol_only,-5.514638665438486,0.0,0.0,92.0,0.30666666666666664,2.9210714999999983,8.447983805722188,73.2,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,134,0.92,0.93,0.02,robust_vol_only,-4.069588196777085,-1.0,1.0,128.0,0.4266666666666667,4.149877499999996,13.683396543580997,77.36000000000008,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,135,0.92,0.93,0.02,robust_vol_only,-11.771025448087752,-3.0,3.0,263.0,0.8766666666666667,12.747398999999971,43.531872926931115,96.00000000000017,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,136,0.92,0.93,0.02,robust_vol_only,-7.855878699711854,-1.0,1.0,109.0,0.36333333333333334,4.405756999999995,9.305965191946598,113.19999999999997,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,137,0.92,0.93,0.02,robust_vol_only,-9.28831784905003,1.0,1.0,191.0,0.6366666666666667,7.299973499999989,19.068705984724488,69.59999999999977,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,138,0.92,0.93,0.02,robust_vol_only,-3.5913996563033015,-6.0,6.0,145.0,0.48333333333333334,6.468651499999999,16.528213068204295,84.3999999999998,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,139,0.92,0.93,0.02,robust_vol_only,-9.308713955857094,3.0,3.0,168.0,0.56,5.574909499999989,15.499638732211423,78.20000000000007,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,140,0.92,0.93,0.02,robust_vol_only,-1.0969433081051156,0.0,0.0,27.0,0.09,0.5097175000000002,2.300298888258908,9.319999999999977,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,141,0.92,0.93,0.02,robust_vol_only,-22.005174558923944,-2.0,2.0,97.0,0.3233333333333333,5.022611999999995,8.30705828670412,210.27999999999997,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,142,0.92,0.93,0.02,robust_vol_only,-10.56372448636519,-5.0,5.0,158.0,0.5266666666666666,5.86053849999999,17.129756471025033,55.11999999999975,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,143,0.92,0.93,0.02,robust_vol_only,-6.450680165731015,-6.0,6.0,266.0,0.8866666666666667,11.34076249999998,33.60318429422033,57.999999999999815,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,144,0.92,0.93,0.02,robust_vol_only,-1.8507292922205192,-1.0,1.0,276.0,0.92,11.08494699999998,45.126769303110436,21.83999999999994,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,145,0.92,0.93,0.02,robust_vol_only,-23.243637907332428,-2.0,2.0,114.0,0.38,4.739216499999992,11.41456316274197,269.88000000000136,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,146,0.92,0.93,0.02,robust_vol_only,-4.85105403231653,-1.0,1.0,85.0,0.2833333333333333,2.360410499999998,7.210058419753537,56.439999999999856,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,147,0.92,0.93,0.02,robust_vol_only,-9.060814933288864,0.0,0.0,132.0,0.44,5.066103499999993,11.269594746762834,73.19999999999987,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,148,0.92,0.93,0.02,robust_vol_only,5.844884765557674,-1.0,1.0,279.0,0.93,11.66522949999997,45.42865496451374,29.239999999999906,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,149,0.92,0.93,0.02,robust_vol_only,-3.0779434801034706,-1.0,1.0,42.0,0.14,1.0875480000000002,3.8509541325430803,49.79999999999988,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,150,0.92,0.93,0.02,robust_vol_only,-1.932305981755869,-5.0,5.0,204.0,0.68,9.538779499999988,25.775090283422884,62.31999999999988,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,151,0.92,0.93,0.02,robust_vol_only,-6.558786828571231,1.0,1.0,208.0,0.6933333333333334,7.198747499999985,24.095891866257617,55.87999999999969,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,152,0.92,0.93,0.02,robust_vol_only,4.639823746415015,1.0,1.0,247.0,0.8233333333333334,9.97418999999998,35.79082631836117,41.55999999999984,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,153,0.92,0.93,0.02,robust_vol_only,4.044448006260248,-2.0,2.0,257.0,0.8566666666666667,10.743278499999981,37.88303866577712,55.479999999999826,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,154,0.92,0.93,0.02,robust_vol_only,-13.068790145708583,0.0,0.0,113.0,0.37666666666666665,3.5460714999999947,10.213618185063837,76.47999999999983,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,155,0.92,0.93,0.02,robust_vol_only,-9.387768556880342,4.0,4.0,139.0,0.4633333333333333,4.303304999999994,13.265250991805729,59.0799999999998,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,156,0.92,0.93,0.02,robust_vol_only,-6.143080074441437,0.0,0.0,147.0,0.49,5.156796499999993,17.145422883537123,52.19999999999987,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,157,0.92,0.93,0.02,robust_vol_only,-10.422920575279537,3.0,3.0,223.0,0.7433333333333333,9.803182499999979,29.77703415082233,140.63999999999973,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,158,0.92,0.93,0.02,robust_vol_only,-8.881174375690646,0.0,0.0,198.0,0.66,7.827174999999995,22.08795826654098,51.71999999999993,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,159,0.92,0.93,0.02,robust_vol_only,-3.264023348784537,3.0,3.0,137.0,0.45666666666666667,3.888933999999996,11.55261262705828,37.75999999999989,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,0,0.92,0.93,0.02,robust_gamma,-18.322173111852738,2.0,2.0,267.0,0.89,12.41999999999998,40.78699102034119,59.8799999999998,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,1,0.92,0.93,0.02,robust_gamma,2.441817236006375,-2.0,2.0,277.0,0.9233333333333333,11.70437499999997,46.93554053636271,31.239999999999895,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,2,0.92,0.93,0.02,robust_gamma,-14.887703080678175,4.0,4.0,171.0,0.57,6.251874999999993,15.401146281245147,91.47999999999986,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,3,0.92,0.93,0.02,robust_gamma,-26.045794958903862,2.0,2.0,218.0,0.7266666666666667,10.24124999999998,24.60820871612367,143.80000000000013,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,4,0.92,0.93,0.02,robust_gamma,-4.363109435898121,0.0,0.0,229.0,0.7633333333333333,9.471874999999985,28.530382600255066,68.59999999999977,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,5,0.92,0.93,0.02,robust_gamma,-8.707365415479513,-4.0,4.0,190.0,0.6333333333333333,7.602499999999989,22.96240347330796,92.36000000000014,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,6,0.92,0.93,0.02,robust_gamma,-9.614971662076963,-5.0,5.0,127.0,0.42333333333333334,4.270624999999993,10.768830540751622,67.1599999999997,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,7,0.92,0.93,0.02,robust_gamma,-5.997510719267625,-1.0,1.0,267.0,0.89,10.117499999999973,34.37759542672826,31.519999999999897,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,8,0.92,0.93,0.02,robust_gamma,-3.8446249918463455,0.0,0.0,250.0,0.8333333333333334,9.545624999999978,30.785738918150628,48.719999999999864,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,9,0.92,0.93,0.02,robust_gamma,-9.425242787995275,0.0,0.0,229.0,0.7633333333333333,8.461874999999981,25.72750907742558,57.039999999999836,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,10,0.92,0.93,0.02,robust_gamma,6.820224200337487,-2.0,2.0,268.0,0.8933333333333333,12.678124999999952,48.13791933193362,61.95999999999979,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,11,0.92,0.93,0.02,robust_gamma,-1.9968232032455782,-3.0,3.0,176.0,0.5866666666666667,5.171249999999988,18.992880955844768,34.75999999999989,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,12,0.92,0.93,0.02,robust_gamma,-5.1438874018672,-3.0,3.0,149.0,0.49666666666666665,4.521249999999991,14.001042546106987,57.479999999999826,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,13,0.92,0.93,0.02,robust_gamma,14.80768833134761,2.0,2.0,290.0,0.9666666666666667,16.98562500000005,55.1625482158575,109.4799999999997,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,14,0.92,0.93,0.02,robust_gamma,-12.734722225473048,2.0,2.0,150.0,0.5,7.391249999999987,16.03981264756655,175.6399999999999,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,15,0.92,0.93,0.02,robust_gamma,24.52715139638451,-3.0,3.0,282.0,0.94,21.889999999999954,66.53378853249356,177.2800000000018,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,16,0.92,0.93,0.02,robust_gamma,-4.385799106460576,3.0,3.0,243.0,0.81,11.400624999999986,36.432368091460305,63.55999999999984,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,17,0.92,0.93,0.02,robust_gamma,-6.304025059113151,2.0,2.0,81.0,0.27,2.4687499999999982,7.0769215606631235,30.319999999999954,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,18,0.92,0.93,0.02,robust_gamma,-7.806283366674887,0.0,0.0,233.0,0.7766666666666666,10.478749999999978,36.16131234867626,67.91999999999996,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,19,0.92,0.93,0.02,robust_gamma,-7.007961376838276,2.0,2.0,166.0,0.5533333333333333,5.901249999999989,17.655075071919583,51.839999999999854,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,20,0.92,0.93,0.02,robust_gamma,-13.238747174886083,1.0,1.0,151.0,0.5033333333333333,5.733124999999989,18.82858609730718,81.76000000000006,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,21,0.92,0.93,0.02,robust_gamma,-10.3258909906545,2.0,2.0,87.0,0.29,2.659374999999999,8.143698758257628,61.519999999999875,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,22,0.92,0.93,0.02,robust_gamma,-12.528048640005562,0.0,0.0,138.0,0.46,5.514999999999993,14.099781970691438,96.40000000000008,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,23,0.92,0.93,0.02,robust_gamma,-16.096900856670672,-1.0,1.0,206.0,0.6866666666666666,8.076874999999989,22.551887355062277,60.31999999999981,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,24,0.92,0.93,0.02,robust_gamma,-5.992864066946426,0.0,0.0,132.0,0.44,3.6612499999999923,12.129179778615224,32.35999999999994,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,25,0.92,0.93,0.02,robust_gamma,-0.4747773774899873,2.0,2.0,45.0,0.15,1.3425000000000002,4.122992926588523,28.9599999999999,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,26,0.92,0.93,0.02,robust_gamma,-10.212251388724813,0.0,0.0,129.0,0.43,3.8481249999999925,12.010903379139464,81.24000000000004,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,27,0.92,0.93,0.02,robust_gamma,-9.290403909204983,-1.0,1.0,82.0,0.2733333333333333,3.646249999999998,7.255023564078968,140.55999999999983,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,28,0.92,0.93,0.02,robust_gamma,-10.339567957778414,-3.0,3.0,159.0,0.53,4.658749999999987,14.381750303908731,57.999999999999844,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,29,0.92,0.93,0.02,robust_gamma,-12.520112328942162,2.0,2.0,209.0,0.6966666666666667,8.587499999999977,22.29058169931173,93.36000000000013,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,30,0.92,0.93,0.02,robust_gamma,-18.15396852367457,0.0,0.0,177.0,0.59,7.326249999999991,15.12470289581664,163.87999999999965,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,31,0.92,0.93,0.02,robust_gamma,-8.587805229632849,0.0,0.0,82.0,0.2733333333333333,2.7206249999999965,7.699950717469449,74.67999999999991,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,32,0.92,0.93,0.02,robust_gamma,-3.9001344645869978,-1.0,1.0,99.0,0.33,3.1112499999999974,7.7344431197404475,56.79999999999978,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,33,0.92,0.93,0.02,robust_gamma,-5.362824407072905,2.0,2.0,198.0,0.66,6.1593749999999865,21.340424690643076,42.23999999999987,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,34,0.92,0.93,0.02,robust_gamma,-17.23049605395064,-4.0,4.0,222.0,0.74,13.58312499999999,28.710636043835294,201.55999999999997,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,35,0.92,0.93,0.02,robust_gamma,-11.189974470375086,3.0,3.0,109.0,0.36333333333333334,3.1749999999999954,9.993375514836188,39.99999999999988,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,36,0.92,0.93,0.02,robust_gamma,-2.0389364870139897,-1.0,1.0,72.0,0.24,2.305624999999998,5.761552535335397,68.68000000000005,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,37,0.92,0.93,0.02,robust_gamma,-2.654764828468662,0.0,0.0,257.0,0.8566666666666667,11.433124999999986,30.54103949009253,89.31999999999996,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,38,0.92,0.93,0.02,robust_gamma,-7.333803336861271,0.0,0.0,140.0,0.4666666666666667,4.2349999999999905,13.188743310219508,55.079999999999906,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,39,0.92,0.93,0.02,robust_gamma,-11.35774645159648,0.0,0.0,161.0,0.5366666666666666,6.454374999999993,18.712507412587968,176.11999999999958,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,40,0.92,0.93,0.02,robust_gamma,-11.383480794451383,-6.0,6.0,94.0,0.31333333333333335,3.2993749999999964,7.808159323574557,160.2400000000002,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,41,0.92,0.93,0.02,robust_gamma,-12.365094079480318,-1.0,1.0,158.0,0.5266666666666666,7.531874999999996,15.886886460588173,124.76000000000003,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,42,0.92,0.93,0.02,robust_gamma,-12.269701701047877,-4.0,4.0,263.0,0.8766666666666667,12.055624999999983,35.38444159071946,73.35999999999981,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,43,0.92,0.93,0.02,robust_gamma,-4.597645495467227,3.0,3.0,95.0,0.31666666666666665,2.403124999999998,7.495925330631877,29.119999999999937,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,44,0.92,0.93,0.02,robust_gamma,-7.900828527710146,0.0,0.0,156.0,0.52,4.753749999999987,15.2860792897268,52.67999999999971,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,45,0.92,0.93,0.02,robust_gamma,-5.2892036662009465,-2.0,2.0,92.0,0.30666666666666664,1.952499999999999,7.443106511272333,31.479999999999944,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,46,0.92,0.93,0.02,robust_gamma,-7.4869221639231505,3.0,3.0,188.0,0.6266666666666667,6.539999999999982,21.242551192218144,77.91999999999994,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,47,0.92,0.93,0.02,robust_gamma,-3.5020922946598567,-2.0,2.0,253.0,0.8433333333333334,9.915624999999986,31.8040879320492,46.6399999999998,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,48,0.92,0.93,0.02,robust_gamma,-5.463953529337508,1.0,1.0,183.0,0.61,6.221874999999981,17.31549765869444,81.84000000000039,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,49,0.92,0.93,0.02,robust_gamma,-23.277927398644053,1.0,1.0,200.0,0.6666666666666666,9.784374999999983,21.085455830128453,211.55999999999975,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,50,0.92,0.93,0.02,robust_gamma,-16.71605942488209,1.0,1.0,263.0,0.8766666666666667,13.378124999999955,37.00805762921068,135.67999999999952,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,51,0.92,0.93,0.02,robust_gamma,-17.599549454476307,-1.0,1.0,269.0,0.8966666666666666,12.989374999999981,36.19838505091617,93.64000000000013,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,52,0.92,0.93,0.02,robust_gamma,-21.85790600786649,4.0,4.0,254.0,0.8466666666666667,13.426874999999958,38.300941024001546,161.63999999999928,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,53,0.92,0.93,0.02,robust_gamma,-8.771012848244997,-2.0,2.0,253.0,0.8433333333333334,14.00624999999998,37.720574997522405,128.20000000000002,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,54,0.92,0.93,0.02,robust_gamma,-13.937013943175447,-3.0,3.0,180.0,0.6,6.504374999999988,16.006435062903932,95.16,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,55,0.92,0.93,0.02,robust_gamma,-17.21526481732733,-4.0,4.0,164.0,0.5466666666666666,8.528124999999992,17.312724047453884,138.63999999999987,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,56,0.92,0.93,0.02,robust_gamma,-32.022302040035136,-1.0,1.0,97.0,0.3233333333333333,4.604999999999991,9.541134134767788,287.56000000000097,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,57,0.92,0.93,0.02,robust_gamma,-2.3129690794024227,-3.0,3.0,70.0,0.23333333333333334,2.0193749999999997,5.885750812627336,61.83999999999971,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,58,0.92,0.93,0.02,robust_gamma,-2.0099929610821006,-2.0,2.0,26.0,0.08666666666666667,0.7100000000000003,1.942225007927064,32.039999999999985,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,59,0.92,0.93,0.02,robust_gamma,-12.312593858942103,-3.0,3.0,201.0,0.67,8.34937499999999,24.759869726278325,77.4799999999998,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,60,0.92,0.93,0.02,robust_gamma,-5.113376608064961,0.0,0.0,241.0,0.8033333333333333,8.758749999999976,31.53054164552698,34.35999999999992,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,61,0.92,0.93,0.02,robust_gamma,-7.182803256666466,-2.0,2.0,116.0,0.38666666666666666,3.4549999999999925,10.336888007905998,54.679999999999715,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,62,0.92,0.93,0.02,robust_gamma,-7.93619693681921,-2.0,2.0,213.0,0.71,6.356874999999984,21.418335222977035,55.83999999999991,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,63,0.92,0.93,0.02,robust_gamma,-15.13879936245939,2.0,2.0,62.0,0.20666666666666667,2.025625,4.895503065039165,199.51999999999987,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,64,0.92,0.93,0.02,robust_gamma,-1.2000496157576208,0.0,0.0,251.0,0.8366666666666667,9.544374999999972,43.08683273629239,28.439999999999937,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,65,0.92,0.93,0.02,robust_gamma,-1.6363002196076288,-4.0,4.0,93.0,0.31,2.6043749999999974,7.893486592539517,33.75999999999995,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,66,0.92,0.93,0.02,robust_gamma,-4.343969672421677,4.0,4.0,198.0,0.66,6.854374999999981,17.302653808667813,66.39999999999984,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,67,0.92,0.93,0.02,robust_gamma,-4.29093788656434,1.0,1.0,125.0,0.4166666666666667,3.220624999999994,11.564404961777115,31.399999999999935,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,68,0.92,0.93,0.02,robust_gamma,-1.1770009329851412,0.0,0.0,32.0,0.10666666666666667,0.7150000000000003,2.3205182361875956,29.47999999999986,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,69,0.92,0.93,0.02,robust_gamma,-3.50532226851284,-5.0,5.0,29.0,0.09666666666666666,0.7406250000000003,2.327431575389838,48.03999999999998,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,70,0.92,0.93,0.02,robust_gamma,-4.481942563850996,1.0,1.0,99.0,0.33,3.156249999999994,9.126306969174834,72.51999999999988,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,71,0.92,0.93,0.02,robust_gamma,-5.82337532174615,1.0,1.0,71.0,0.23666666666666666,1.9293749999999996,5.783044174245731,53.23999999999973,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,72,0.92,0.93,0.02,robust_gamma,-10.750120684665529,4.0,4.0,112.0,0.37333333333333335,3.663124999999994,9.838222311276198,69.79999999999981,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,73,0.92,0.93,0.02,robust_gamma,-11.407131728965915,5.0,5.0,145.0,0.48333333333333334,6.097499999999992,13.223770112306156,86.63999999999999,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,74,0.92,0.93,0.02,robust_gamma,-8.091727351216528,5.0,5.0,98.0,0.32666666666666666,2.8531249999999977,8.190662728054363,88.87999999999994,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,75,0.92,0.93,0.02,robust_gamma,-12.284713362003938,-5.0,5.0,66.0,0.22,2.4043749999999995,5.643009805524997,120.31999999999975,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,76,0.92,0.93,0.02,robust_gamma,-9.673859382583498,0.0,0.0,267.0,0.89,13.030624999999976,39.811910001738255,87.72000000000011,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,77,0.92,0.93,0.02,robust_gamma,-11.766740990769886,-2.0,2.0,107.0,0.3566666666666667,3.004374999999995,9.326833790772142,61.23999999999988,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,78,0.92,0.93,0.02,robust_gamma,-4.212478815582842,-2.0,2.0,227.0,0.7566666666666667,7.093749999999979,25.474877044143327,23.199999999999946,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,79,0.92,0.93,0.02,robust_gamma,-7.020800381362281,1.0,1.0,148.0,0.49333333333333335,4.784999999999989,12.978833309742427,93.95999999999991,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,80,0.92,0.93,0.02,robust_gamma,-22.7224022753933,-1.0,1.0,210.0,0.7,8.904999999999982,22.43639429005661,182.3999999999997,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,81,0.92,0.93,0.02,robust_gamma,-13.454414385172548,3.0,3.0,154.0,0.5133333333333333,5.759374999999996,18.302399453006373,42.27999999999993,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,82,0.92,0.93,0.02,robust_gamma,-4.333667333188818,-1.0,1.0,147.0,0.49,5.081249999999992,14.292969554154496,65.47999999999982,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,83,0.92,0.93,0.02,robust_gamma,-2.1709690269607664,3.0,3.0,210.0,0.7,8.683749999999984,32.29220049371348,60.759999999999735,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,84,0.92,0.93,0.02,robust_gamma,-8.725269519247114,2.0,2.0,245.0,0.8166666666666667,10.560624999999977,32.92261845183563,76.91999999999992,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,85,0.92,0.93,0.02,robust_gamma,-12.67383169029769,4.0,4.0,146.0,0.4866666666666667,5.675624999999995,14.01543043422906,104.91999999999993,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,86,0.92,0.93,0.02,robust_gamma,-3.4697469113843917,0.0,0.0,181.0,0.6033333333333334,6.195624999999982,20.269671359590333,32.59999999999992,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,87,0.92,0.93,0.02,robust_gamma,-43.20097303010367,-6.0,6.0,84.0,0.28,5.581249999999995,6.67398230893734,676.480000000001,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,88,0.92,0.93,0.02,robust_gamma,-7.461590814506119,-3.0,3.0,194.0,0.6466666666666666,7.626874999999985,23.164709612794425,115.24000000000018,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,89,0.92,0.93,0.02,robust_gamma,-5.229995643684726,1.0,1.0,143.0,0.4766666666666667,5.506249999999994,15.527396797263094,76.19999999999993,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,90,0.92,0.93,0.02,robust_gamma,-10.332844327719634,-1.0,1.0,74.0,0.24666666666666667,2.359374999999997,6.9664703953319815,42.23999999999977,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,91,0.92,0.93,0.02,robust_gamma,-3.33856524487261,0.0,0.0,207.0,0.69,6.558749999999983,26.82968554361325,38.47999999999981,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,92,0.92,0.93,0.02,robust_gamma,-13.745399679331832,-1.0,1.0,184.0,0.6133333333333333,7.589374999999985,22.04491950151241,172.9599999999995,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,93,0.92,0.93,0.02,robust_gamma,-7.531352538149901,-3.0,3.0,109.0,0.36333333333333334,2.9437499999999974,9.259902857776225,53.599999999999795,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,94,0.92,0.93,0.02,robust_gamma,-5.17888249817133,3.0,3.0,222.0,0.74,8.906249999999988,24.823814360365006,68.31999999999985,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,95,0.92,0.93,0.02,robust_gamma,-1.8548526168305466,-3.0,3.0,68.0,0.22666666666666666,1.789375,5.757489216948315,27.879999999999924,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,96,0.92,0.93,0.02,robust_gamma,-6.145380185201898,-1.0,1.0,200.0,0.6666666666666666,7.85687499999998,21.573648216926657,47.35999999999982,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,97,0.92,0.93,0.02,robust_gamma,-16.232613581414,0.0,0.0,128.0,0.4266666666666667,4.773124999999996,12.114791210271463,93.43999999999991,0.04,300,12.0
rho0.920_eps0.0200_dt0.0400,98,0.92,0.93,0.02,robust_gamma,-38.77135006262102,1.0,1.0,173.0,0.5766666666666667,9.10749999999998,17.21369265074709,251.19999999999936,0.04,300,12.0
