ticker,scenario,policy,rho_hat,rho_true,epsilon,levels,terminal_wealth,final_inventory,abs_inventory,fills,bid_fills,ask_fills,fill_rate,spread_capture,adverse_selection,inventory_penalty,join_l1_side_time_frac,improve_side_time_frac,depth_visible_side_time_frac,outside_depth_side_time_frac,no_quote_side_time_frac,full_no_quote_time_frac,mean_visible_depth_rank,mean_bid_offset,mean_ask_offset,crossing_clamp_count,queue_depletion_from_exec,queue_depletion_from_visible_depth,quote_updates,n_events,horizon,size_scale,nominal_terminal_wealth,wealth_diff_vs_nominal
GOOG,near_critical_stress,robust_gamma,0.97,0.97,0.02,10,250.69481724626823,-1.0,1.0,2315,1157,1158,0.0289375,72.05499999999859,0.0,126360.73101493102,0.006182304216350006,0.7293917131037939,0.0069207797408191146,0.0,0.25750520293903695,0.0,1.6181365659071953,0.04522995999739193,0.033925539671739134,0,225.5333333333333,96.90636786270949,10639,80000,12288.811362451,60.0,250.69481724626823,0.0
GOOG,near_critical_stress,robust_gamma_abs,0.97,0.97,0.02,10,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.17037037037037148,0.17037037037037148,0,0.0,0.0,8324,80000,12288.811362451,60.0,250.69481724626823,-250.69481724626823
GOOG,near_critical_stress,liquidity_guard,0.97,0.97,0.02,10,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.5,1.5,0,0.0,0.0,8324,80000,12288.811362451,60.0,250.69481724626823,-250.69481724626823
INTC,calibrated_side_gamma,as_poisson,0.5296770808560964,0.5296770808560964,0.02,10,0.44217686172196746,-2.0,2.0,82,40,42,0.001025,1.5299999999999976,0.0,5311.292553112013,0.003330172612051486,7.87173442312163e-05,0.9304732660618074,0.0,0.06611784398191,0.0,3.3023612742730637,0.014394137686249659,0.03779976898999354,0,3424.85,1899.2523802024684,1569,80000,1614.6258838190042,100.0,0.44217686172196746,0.0
INTC,calibrated_side_gamma,nominal_hawkes,0.5296770808560964,0.5296770808560964,0.02,10,0.44217686172196746,-2.0,2.0,82,40,42,0.001025,1.5299999999999976,0.0,5311.292553112013,0.003330172612051486,7.87173442312163e-05,0.9304732660618074,0.0,0.06611784398191,0.0,3.3023612742730637,0.014395854715401885,0.037803965642390955,0,3424.85,1899.2523802024684,1569,80000,1614.6258838190042,100.0,0.44217686172196746,0.0
INTC,calibrated_side_gamma,robust_gamma,0.5296770808560964,0.5296770808560964,0.02,10,0.44217686172196746,-2.0,2.0,82,40,42,0.001025,1.5299999999999976,0.0,5311.292553112013,0.003330172612051486,7.87173442312163e-05,0.9304732660618074,0.0,0.06611784398191,0.0,3.3023612742730637,0.014399458580104503,0.03781277397708039,0,3424.85,1899.2523802024684,1569,80000,1614.6258838190042,100.0,0.44217686172196746,0.0
INTC,calibrated_side_gamma,robust_gamma_abs,0.5296770808560964,0.5296770808560964,0.02,10,0.44217686172196746,-2.0,2.0,82,40,42,0.001025,1.5299999999999976,0.0,5311.292553112013,0.003330172612051486,7.87173442312163e-05,0.9304732660618074,0.0,0.06611784398191,0.0,3.3023612742730637,0.014411179780611317,0.037841422182699085,0,3424.85,1899.2523802024684,1569,80000,1614.6258838190042,100.0,0.44217686172196746,0.0
INTC,calibrated_side_gamma,liquidity_guard,0.5296770808560964,0.5296770808560964,0.02,10,0.44217686172196746,-2.0,2.0,82,40,42,0.001025,1.5299999999999976,0.0,5311.292553112013,0.003330172612051486,7.87173442312163e-05,0.9304732660618074,0.0,0.06611784398191,0.0,3.3023612742730637,0.014411179780611317,0.037841422182699085,0,3424.85,1899.2523802024684,1569,80000,1614.6258838190042,100.0,0.44217686172196746,0.0
INTC,near_critical_stress,as_poisson,0.97,0.97,0.02,10,0.44217686172196746,-2.0,2.0,82,40,42,0.001025,1.5299999999999976,0.0,5311.292553112013,0.003330172612051486,7.87173442312163e-05,0.9304732660618074,0.0,0.06611784398191,0.0,3.3023612742730637,0.014394137686249659,0.03779976898999354,0,3424.85,1899.2523802024684,1569,80000,1614.6258838190042,100.0,0.44217686172196746,0.0
INTC,near_critical_stress,nominal_hawkes,0.97,0.97,0.02,10,0.44217686172196746,-2.0,2.0,82,40,42,0.001025,1.5299999999999976,0.0,5311.292553112013,0.003330172612051486,7.87173442312163e-05,0.9304732660618074,0.0,0.06611784398191,0.0,3.3023612742730637,0.015278015317492134,0.039960085939390426,0,3424.85,1899.2523802024684,1569,80000,1614.6258838190042,100.0,0.44217686172196746,0.0
INTC,near_critical_stress,robust_gamma,0.97,0.97,0.02,10,0.44217686172196746,-2.0,2.0,82,40,42,0.001025,1.5299999999999976,0.0,5311.292553112013,0.003330172612051486,7.87173442312163e-05,0.9304732660618074,0.0,0.06611784398191,0.0,3.3023612742730637,0.016163779784285057,0.04212501457108021,0,3424.85,1899.2523802024684,1569,80000,1614.6258838190042,100.0,0.44217686172196746,0.0
INTC,near_critical_stress,robust_gamma_abs,0.97,0.97,0.02,10,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.17037037037037206,0.17037037037037206,0,0.0,0.0,1487,80000,1614.6258838190042,100.0,0.44217686172196746,-0.44217686172196746
