rho,one_minus_rho,n_paths,total_mean,total_var,fano_factor
0.3,0.7,160,47.35625,89.12386006289307,1.8819872786146088
0.5,0.5,160,64.96875,249.56505503144655,3.8413091683531935
0.7,0.30000000000000004,160,114.38125,1140.1619103773585,9.968084020565945
0.85,0.15000000000000002,160,286.425,17724.83710691824,61.88299592185821
0.92,0.07999999999999996,160,672.06875,232429.4732311321,345.84181042658525
